Year,Title,Abstract,Keywords
2012,markov constraints for generating lyrics with style,"we address the issue of generating texts in the style of an existing author, that also satisfy structural constraints imposed by the genre of the text. we focus on song lyrics, for which structural constraints are well-defined: rhyme and meter. although markov processes are known to be suitable for representing style, they are difficult to control in order to satisfy non-local properties, such as structural constraints, that require long distance modeling. we show that the framework of constrained markov processes allows us to precisely generate texts that are consistent with a corpus, while being controllable in terms of rhymes and meter, a result that no other technique, to our knowledge, could achieve to date. controlled markov processes consist in reformulating markov processes in the context of constraint satisfaction. we describe how to represent stylistic and structural properties in terms of constraints in this framework and we provide an evaluation of our method by comparing it to both pure markov and pure constraint-based approaches. we show how this approach can be used for the semi-automatic generation of lyrics in the style of a popular author that has the same structure as an existing song.",nan
2012,trust-based solution for robust self-configuration of distributed intrusion detection systems,"protection of network infrastructures against highly sophisticated network attacks requires an intelligent, robust, and adaptive detection system. we present a distributed model for collaboration of multiple heterogeneous intrusion detection sensors. the proposed model assumes that each network can be monitored with multiple detection sensors deployed in various locations. the model optimizes behavior of each sensor with respect to other sensors in highly dynamic network environments by using a game-theoretical approach. we propose a general formalization of the problem of distributed collaboration as a game between defenders and attackers and introduce a trust-based solution concept ε-fire that is suitable for solving this game in highly dynamic environments, preventing any poisoning or manipulation of the cooperative system by intelligent attackers.according to our experimental evaluation on real network traffic, the proposed model of distributed collaboration shows clear improvements in the overall detection capabilities of the system, caused by mutual specialization of individual detection sensors. the concept of opponent aware, self-coordinating and strategically reasoning intrusion detection network represents an effective next-generation solution that may match a market-based collaboration structures of the attackers.",nan
2012,what does it take to enforce an argument? minimal change in abstract argumentation,"argumentation is a dynamic process. the enforcing problem in argumentation, i.e. the question whether it is possible to modify a given argumentation framework (af) in such a way that a desired set of arguments becomes an extension or a subset of an extension, was first studied in [3] and positively answered under certain conditions. in this paper, we take up this research and study the more general problem of minimal change. that is, in brief, i) is it possible to enforce a desired set of arguments, and if so, ii) what is the minimal number of modifications (additions or removals of attacks) to reach such an enforcement, the so-called characteristic. we show for several dung semantics that this problem can be decided by local criteria encoded by the so-called value functions. furthermore, we introduce the corresponding equivalence notions between two afs which guarantee equal minimal efforts needed to enforce certain subsets, namely minimal-e-equivalence and the more general minimal change equivalence. we present characterization theorems for several dung semantics and finally, we show the relations to standard and the recently proposed strong equivalence [9] for a whole range of semantics.",nan
2012,the possible winner problem with uncertain weights,"the original possible winner problem is: given an unweighted election with partial preferences and a distinguished candidate c, can the preferences be extended to total ones such that c wins? we introduce a novel variant of this problem in which not some of the voters' preferences are uncertain but some of their weights. not much has been known previously about the weighted possible winner problem. we present a general framework to study this problem, both for integer and rational weights, with and without upper bounds on the total weight to be distributed, and with and without ranges to choose the weights from. we study the complexity of these problems for important voting systems such as scoring rules, copeland, ranked pairs, plurality with runoff, and (simplified) bucklin and fall-back voting.",nan
2012,representing value functions with recurrent binary decision diagrams,"the agent programming language golog features nondeterministic constructs such as nondeterministic branching. given an optimization theory the nondeterminism can be resolved optimally. there are techniques that allow to derive an abstract first-order description of a value function which is valid across all possible domain instances. the size of the domain may be unknown or even infinite. a finite horizon is assumed, though. that is, although the value function makes no assumptions about the size of the domain, the plans generated on the basis of the value functions are restricted to a certain length. in this paper we present a solution for this dilemma for a specific class of programs. in particular, we present a solution that allows to compute a representation of the value function for non-nested loops without requiring any restrictions on the number of loop iterations. a pleasing side effect is that our new representation of the value function is usually smaller than the representations for fixed horizons.",nan
2012,"an o(nlog n) bound consistency algorithm for the conjunction of an alldifferent and an inequality between a sum of variables and a constant, and its generalization","this paper gives an o(nlog n) bound-consistency filtering algorithm for the conjunction alldifferent(v0,v1,…,vn−1)∧ f(v0)⌖f(v1)⌖…⌖f(vn−1)≤ cst, (v0,v1,…,vn−1,cst∊ +), where (,⌖) is a commutative group, f is a unary function, and both ⌖ and f are monotone increasing. this complexity is equal to the complexity of the bound-consistency algorithm of the alldifferent constraint.",nan
2012,hybrid possibilistic conditioning for revision under weighted inputs,"we propose and investigate new operators in the possibilistic belief revision setting, obtained as different combinations of the conditioning operators on models and countermodels, as well as of how weighted inputs are interpreted. we obtain a family of eight operators that essentially obey the basic postulates of revision, with a few slight differences. these operators show an interesting variety of behaviors, making them suitable to representing changes in the beliefs of an agent in different contexts.",nan
2012,three-valued possibilistic networks,"possibilistic networks are graphical models that compactly encode joint possibility distributions. this paper studies a new form of possibilistic graphical models called three-valued possibilistic networks. contrary to standard belief networks where the beliefs are encoded using belief degrees within the interval [0, 1], three-valued possibilistic networks only allow three values: 0, 1 and 0, 1. the first part of this paper addresses foundational issues of three-valued possibilistic networks. in particular, we show that the semantics that can be associated with a three-valued possibilistic network is a family of compatible boolean networks. the second part of the paper deals with inference issues where we propose an extension to the min-based chain rule for three-valued networks. then, we show that the well-known junction tree algorithm can be directly adapted for the three-valued possibilistic setting.",nan
2012,implementing and evaluating provers for first-order modal logics,"while there is a broad literature on the theory of first-order modal logics, little is known about practical reasoning systems for them. this paper presents several implementations of fully automated theorem provers for first-order modal logics based on different proof calculi. among these calculi are the standard sequent calculus, a prefixed tableau calculus, an embedding into simple type theory, an instance-based method, and a prefixed connection calculus. all implementations are tested and evaluated on the new qmltp problem library for first-order modal logic.",nan
2012,heuristically accelerated reinforcement learning: theoretical and experimental results,"since finding control policies using reinforcement learning (rl) can be very time consuming, in recent years several authors have investigated how to speed up rl algorithms by making improved action selections based on heuristics. in this work we present new theoretical results – convergence and a superior limit for value estimation errors – for the class that encompasses all heuristics-based algorithms, called heuristically accelerated reinforcement learning. we also expand this new class by proposing three new algorithms, the heuristically accelerated q(λ), sarsa(λ) and td(λ), the first algorithms that uses both heuristics and eligibility traces. empirical evaluations were conducted in traditional control problems and results show that using heuristics significantly enhances the performance of the learning process.",nan
2012,learning rules of simplified boardgames by observing,"general game playing (ggp) agents learn strategies to skillfully play a wide variety of games when given only the rules of the game. the rules are provided in a language called game description language (gdl) and specify the initial game setup, what constitutes legal moves and how they update the game state when played, how the game terminates, and what the outcome is. in here we extend this line of research further, that is, we assume that the game-playing agent must learn the rules of a game by observing others play instead of them being provided. our focus here will mainly be on modeling piece movements with less attention placed on the remaining game-rule properties. we define a subset of games, we name simplified boardgames, that despite constituting only a small subset of games expressible in gdl nonetheless encapsulate a large variety of interesting piece movement patterns found in popular boardgames. we provide a well-defined formalism and a practicable algorithm for learning game rules of simplified boardgames. we empirically evaluate the learning algorithm on different boardgames and under different assumptions of availability of observations. furthermore, we show that our formalism offers at least an order of magnitude speedup over state-of-the-art logic-based gdl reasoners for fitting boardgames. the method is thus directly relevant for ggp systems.",nan
2012,a reinforcement-learning algorithm for sampling design in markov random fields,"optimal sampling in spatial random fields is a complex problem, which mobilizes several research fields in spatial statistics and artificial intelligence. in this paper we consider the case where observations are discrete-valued and modelled by a markov random field. then we encode the sampling problem into the markov decision process (mdp) framework. after exploring existing heuristic solutions as well as classical algorithms from the field of reinforcement learning (rl), we design an original algorithm, lsdp (least square dynamic programming), which uses simulated trajectories to solve approximately any finite-horizon mdp problem. based on an empirical study of the behaviour of these different approaches on binary models, we derive the following conclusions: i) a naïve heuristic, consisting in sampling sites where marginals are the most uncertain, is already an efficient sampling approach; ii) lsdp outperforms all the classical rl approaches we have tested; iii) lsdp outperforms the heuristic in cases when reconstruction errors have a high cost, or sampling actions are constrained. in addition, lsdp readily handles action costs in the optimisation problem, as well as cases when some sites of the mrf can not be observed.",nan
2012,a protocol based on a game-theoretic dilemma to prevent malicious coalitions in reputation systems,"in decentralized and open systems, a large number of agents interact and make collective decisions in order to share resources. as those systems are open, the presence of malicious agents needs to be considered. a way to deal with such agents in a decentralized fashion is to use reputation systems. but, as reputation systems are based on the aggregation of local trust between the agents, they are vulnerable to malicious coalitions, particularly to self-promotion based on false identities. in this paper, we propose a game-theoretic approach to prevent such manipulations. its main feature is that honest agents use in turn a false-name manipulation to fool malicious agents and to drive them into a dilemma. we show that the best response to that dilemma in terms of mixed strategy equilibrium leads the malicious agents to give up most of their manipulations.",nan
2012,iterative algorithm for solving two-player zero-sum extensive-form games with imperfect information,"we develop and evaluate a new exact algorithm for finding nash equilibria of two-player zero-sum extensive-form games with imperfect information. our approach is based on the sequence-form representation of the game, and uses an algorithmic framework of double-oracle methods that have been used successfully in other classes of games. the algorithm uses an iterative decomposition, solving restricted games and exploiting fast best-response algorithms to add additional sequences to the game over time. we demonstrate our algorithm on a class of adversarial graph search games motivated by real world border patrolling scenarios. the results indicate that our framework is a promising way to scale up solutions for extensive-form games, reducing both memory and computation time requirements.",nan
2012,interval temporal logics over finite linear orders: the complete picture,"interval temporal logics provide a natural framework for temporal reasoning about interval structures over linearly ordered domains, where intervals are taken as the primitive ontological entities. in this paper, we identify all fragments of halpern and shoham's interval temporal logic hs whose finite satisfiability problem is decidable. we classify them in terms of both relative expressive power and complexity. we show that there are exactly 62 expressively-different decidable fragments, whose complexity ranges from np-complete to non-primitive recursive (all other hs fragments have been already shown to be undecidable).",nan
2012,natural language arguments: a combined approach,"with the growing use of the social web, an increasing number of applications for exchanging opinions with other people are becoming available online. these applications are widely adopted with the consequence that the number of opinions about the debated issues increases. in order to cut in on a debate, the participants need first to evaluate the opinions in favour or against the debated issue. argumentation theory proposes algorithms and semantics to evaluate the set of accepted arguments, given the conflicts among them. the main problem is how to automatically generate the arguments from the natural language formulation of the opinions used in these applications. our paper addresses this problem by proposing and evaluating the use of natural language techniques to generate the arguments. in particular, we adopt the textual entailment approach, a generic framework for applied semantics, where linguistic objects are mapped by means of semantic inferences at a textual level. we couple textual entailment together with a dung-like argumentation system which allows us to identify the arguments that are accepted in the considered online debate. the originality of the proposed framework lies in the following point: natural language debates are analyzed and the arguments are automatically extracted.",nan
2012,preference extraction from negotiation dialogues,"this paper presents an nlp-based approach to extracting preferences from negotiation dialogues. we propose a new annotation scheme to study how preferences are linguistically expressed on two different corpus genres. we then automatically extract preferences in two steps: first, we extract the set of outcomes; then, we identify how these outcomes are ordered. we finally assess the reliability of our method on each corpus genre.",nan
2012,planning as quantified boolean formula,"this paper introduces two techniques for translating bounded propositional reachability problems into quantified boolean formulae (qbf). both exploit the binary-tree structure of the qbf problem to produce encodings logarithmic in the size of the instance and thus exponentially smaller than the corresponding sat encoding with the same bound. the first encoding is based on the iterative squaring formulation of rintanen. the second encoding is a compact tree encoding that is more efficient than the first one, requiring fewer alternations of quantifiers and fewer variables. we present experimental results showing that the approach is feasible, although not yet competitive with current state of the art sat-based solvers.",nan
2012,speeding up 2-way number partitioning,"several algorithms exist for optimally solving 2-way number partitioning. when the cardinality of the multiset to partition is high enough, solving algorithms have to relay on search techniques with low memory complexity. currently, ckk is the reference of such algorithms. here we propose a contribution to speed-up ckk. we detail how to consider terminal nodes with 4, 5, 6 or more numbers left, when the original ckk considers a node terminal when it contains 4 or less numbers left. using this idea, we propose new ckk implementations, which provide savings up to 70% of execution time with respect to the original ckk algorithm. we provide experimental evidence of the benefits of this approach on random number partitioning instances with numbers of 35 bits.",nan
2012,an efficient and adaptive approach to negotiation in complex environments,"this paper studies automated bilateral negotiation among self-interested agents in complex application domains which consist of multiple issues and real-time constraints and where the agents have no prior knowledge about their opponents' preferences and strategies. we describe a novel negotiation approach called omac (standing for “opponent modeling and adaptive concession”) which combines efficient opponent modeling and adaptive concession making. opponent modeling is achieved through standard wavelet decomposition and cubic smoothing spline, and concession adaptivity is achieved through dynamically setting the concession rate on the basis of the expected utilities of forthcoming counter-offers. experimental results are presented which demonstrate the effectiveness of our approach in both discounting and non-discounting domains. specifically, the results show that our approach performs better than the five top agents from the 2011 automated negotiation agents competition (anac).",nan
2012,combining dra and cyc into a network friendly calculus,"qualitative spatial reasoning is usually performed using spatial calculi specially designed to represent certain aspects of spatial knowledge. however most calculi must be adapted for use in applications where additional constraints are at play. this paper combines the dra and cyc algebras into a new calculus for reasoning within network structures. in the process we prove some interesting results about some properties of the standard operations, converse and composition, for versions of cyc and dra.",nan
2012,on exploiting structures of classical planning problems: generalizing entanglements,"much progress has been made in the research and development of automated planning algorithms in recent years. though incremental improvements in algorithm design are still desirable, complementary approaches such as problem reformulation are important in tackling the high computational complexity of planning. while machine learning and adaptive techniques have been usefully applied to automated planning, these advances are often tied to a particular planner or class of planners that are coded to exploit that learned knowledge. a promising research direction is in exploiting knowledge engineering techniques such as reformulating the planning domain and/or the planning problem to make the problem easier to solve for general, state-of-the-art planners. learning (outer) entanglements is one such technique, where relations between planning operators and initial or goal atoms are learned, and used to reformulate a domain by removing unneeded operator instances. here we generalize this approach significantly to cover relations between atoms and pairs of operators themselves, and develop a technique for producing inner entanglements. we present methods for detecting inner entanglements and for using them to do problem reformulation. we provide a theoretical treatment of the area, and an empirical evaluation of the methods using standard planning benchmarks and state-of-the-art planners.",nan
2012,ideal point guided iterative deepening,"many real world search problems involve different objectives, usually in conflict. in these cases the cost of a transition is given by a cost vector. this paper presents ipid, a new exact algorithm based on iterative deepening, that finds the set of all pareto-optimal paths for a search problem in a graph with vectorial costs. formal proofs of the admissibility of ipid are presented, as well as the results of some empirical comparisons between ipid and other approaches based on iterative deepening. empirical results show that ipid is usually faster than those approaches.",nan
2012,opportunistic branched plans to maximise utility in the presence of resource uncertainty,"in many applications, especially autonomous exploration, there is a trade-off between operational safety, forcing conservatism about resource usage; and maximising utility, requiring high resource utilisation. in this paper we consider a method of generating plans that maintain this conservatism whilst allowing exploitation of situations where resource usage is better than pessimistically estimated. we consider planning problems with soft goals, each with a violation cost. the challenge is to maximise utility (minimise the violation cost paid) whilst maintaining confidence that the plan will execute within the specified limits. we first show how forward search planning can be extended to generate such plans. then we extend this to build branched plans: tree structures labelled with conditions on executing branches. lower cost branches can be followed if their conditions are met. we demonstrate that the use of such plans can dramatically increase utility whilst still obeying strict safety constraints.",nan
2012,"a sat-based approach for discovering frequent, closed and maximal patterns in a sequence","in this paper we propose a satisfiability-based approach for enumerating all frequent, closed and maximal patterns with wildcards in a given sequence. in this context, since frequency is the most used criterion, we introduce a new polynomial inductive formulation of the cardinality constraint as a boolean formula. a nogood-based formulation of the anti-monotonicity property is proposed and dynamically used for pruning. this declarative framework allows us to exploit the efficiency of modern sat solvers and particularly their clause learning component. the experimental evaluation on real world data shows the feasibility of our proposed approach in practice.",nan
2012,compression-based aode classifiers,"we propose the comp-aode classifier, which adopts the compression-based approach [1] to average the posterior probabilities computed by different non-naive classifiers (spodes). comp-aode improves classification performance over the well-known aode [10] model. comp-aode assumes a uniform prior over the spodes; we then develop the credal classifier comp-aode*, substituting the uniform prior by a set of priors. comp-aode* returns more classes when the classification is prior-dependent, namely if the most probable class varies with the prior adopted over the spodes. comp-aode* achieves higher classification utility than both comp-aode and aode.",nan
2012,bounded single-peaked width and proportional representation,"this paper is devoted to the proportional representation (pr) problem when the preferences are clustered single-peaked. pr is a “multi-winner” election problem, that we study in chamberlin and courant's scheme [6]. we define clustered single-peakedness as a form of single-peakedness with respect to clusters of candidates, i.e. subsets of candidates that are consecutive (in arbitrary order) in the preferences of all voters. we show that the pr problem becomes polynomial when the size of the largest cluster of candidates (width) is bounded. furthermore, we establish the polynomiality of determining the single-peaked width of a preference profile (minimum width for a partition of candidates into clusters compatible with clustered single-peakedness) when the preferences are narcissistic (i.e., every candidate is the most preferred one for some voter).",nan
2012,when intelligence is just a matter of copying,"the paper investigates a general approach that allows us to solve iq tests based on raven's progressive matrices automatically. the 3 × 3 raven matrices exhibit 8 geometric pictures displayed in 8 cells of the matrix, which have to be logically completed with a 9th picture to be put in the remaining empty matrix cell. in these tests, a set of candidate pictures for the solution is also given. the suggested approach is based on a logical view of analogical proportions (i.e., statements of the form “a is to b as c is to d”). the reading of raven matrices in terms of such proportions can be applied to a feature-based description of the pictures, but also, in a number of cases, to a very low level representation, i.e., the pixel level. it appears that the analogical proportion reading just amounts here to a recopy of patterns of feature values that already appear in the data (after checking that there is no conflicting patterns). implementing this principle, the proposed algorithm computes the 9th picture, without the help of any set of candidate solutions, but only on the basis of the 8 known cells of the raven matrices. a comparison with other approaches is provided, and we emphasize the generality of the approach which is able to provide a simple and uniform mechanism applicable in many situations.",nan
2012,context-aware access control for rdf graph stores,"we present shi3ld, an access control framework for rdf stores. our solution supports access from mobile devices with context-aware policies and is exclusively grounded on standard semantic web languages. designed as a pluggable filter for generic sparql endpoints, the module uses rdf named graphs and sparql to protect triples. evaluation shows faster execution time for low-selective queries and less impact on larger datastores.",nan
2012,decision-making with sugeno integrals: dmu vs. mcdm,"this paper clarifies the connection between multiple criteria decision-making and decision under uncertainty in a qualitative setting relying on a finite value scale. while their mathematical formulations are very similar, the underlying assumptions differ and the latter problem turns out to be a special case of the former. sugeno integrals are very general aggregation operations that can represent preference relations between uncertain acts or between multifactorial alternatives where attributes share the same totally ordered domain. this paper proposes a generalized form of the sugeno integral that can cope with attributes which have distinct domains via the use of qualitative utility functions. in the case of decision under uncertainty, this model corresponds to state-dependent preferences on act consequences. axiomatizations of the corresponding preference functionals are proposed in the cases where uncertainty is represented by possibility measures, by necessity measures, and by general monotonic set-functions, respectively. this is achieved by weakening previously proposed axiom systems for sugeno integrals.",nan
2012,an analysis of chaining in multi-label classification,"the idea of classifier chains has recently been introduced as a promising technique for multi-label classification. however, despite being intuitively appealing and showing strong performance in empirical studies, still very little is known about the main principles underlying this type of method. in this paper, we provide a detailed probabilistic analysis of classifier chains from a risk minimization perspective, thereby helping to gain a better understanding of this approach. as a main result, we clarify that the original chaining method seeks to approximate the joint mode of the conditional distribution of label vectors in a greedy manner. as a result of a theoretical regret analysis, we conclude that this approach can perform quite poorly in terms of subset 0/1 loss. therefore, we present an enhanced inference procedure for which the worst-case regret can be upper-bounded far more tightly. in addition, we show that a probabilistic variant of chaining, which can be utilized for any loss function, becomes tractable by using monte carlo sampling. finally, we present experimental results confirming the validity of our theoretical findings.",nan
2012,a study of local minimum avoidance heuristics for sat,"stochastic local search for satisfiability (sat) has successfully been applied to solve a wide range of problems. however, it still suffers from a major shortcoming, i.e. being trapped in local minima. in this study, we explore different heuristics to avoid local minima. the main idea is to proactively avoid local minima rather than reactively escape from them. this is worthwhile because it is time consuming to successfully escape from a local minimum in a deep and wide valley. in addition, revisiting an encountered local minimum several times makes it worse. our new trap avoidance heuristics that operate in two phases: (i) learning of pseudo-conflict information at each local minimum, and (ii) using this information to avoid revisiting the same local minimum. we present a detailed empirical study of different strategies to collect pseudo-conflict information (using either static or dynamic heuristics) as well as to forget the outdated information (using naive or time window smoothing). we select a bench-mark suite that includes all random and structured instances used in the 2011 sat competition and three sets of hardware and software verification problems. our results show that the new heuristics significantly outperform existing stochastic local search solvers (including sparrow2011 - the best local search solver for random instances in the 2011 sat competition) on all tested benchmarks.",nan
2012,symbolic a* search with pattern databases and the merge-and-shrink abstraction,"the efficiency of heuristic search planning crucially depends on the quality of the search heuristic, while succinct representations of state sets in decision diagrams can save large amounts of memory in the exploration. bdda* – a symbolic version of a* search – combines the two approaches into one algorithm. this paper compares two of the leading heuristics for sequential-optimal planning: the merge-and-shrink and the pattern databases heuristic, both of which can be compiled into a vector of bdds and be used in bdda*. the impact of optimizing the variable ordering is highlighted and experiments on benchmark domains are reported.",nan
2012,preferring properly: increasing coverage while maintaining quality in anytime temporal planning,"temporal fast downward (tfd) is a successful temporal planning system that is capable of dealing with numerical values. rather than decoupling action selection from scheduling, it searches directly in the space of time-stamped states, an approach that has shown to produce plans of high quality at the price of coverage. to increase coverage, tfd incorporates deferred evaluation and preferred operators, two search techniques that usually decrease the number of heuristic calculations by a large amount. however, the current definition of preferred operators offers only limited guidance in problems where heuristic estimates are weak or where subgoals require the execution of mutex operators. in this paper, we present novel methods for refinement of this definition and show how to combine the diverse strengths of different sets of preferred operators using a restarting procedure incorporated into a multi-queue best-first search. these techniques improve tfd's coverage drastically and preserve the average solution quality, leading to a system that solves more problems than each of the competitors of the temporal satisficing track of ipc 2011 and clearly outperforms all of them in terms of ipc score.",nan
2012,weighted manipulation for four-candidate llull is easy,"our main contribution is a surprising polynomial-time algorithm for weighed coalitional manipulation of four-candidate copeland (also known as llull) elections. on the technical side, our algorithm relies on a polynomial-time routine that solves a variant of the partition problem. we also show that there is a pseudopolynomial-time algorithm for weighted coalitional manipulation with a fixed number of candidates under any anonymous rule with a polynomial-time winner-determination procedure.",nan
2012,agent strategies for aba-based information-seeking and inquiry dialogues,"much research has been devoted to the use of argumentation to support inter-agent dialogues. here, we contribute to this line of research by investigating the strategic behaviour of agents in argumentation-based dialogues, using assumption-based-argumentation (aba) as the underlying framework. we will focus on information-seeking and inquiry dialogues, giving formalisations thereof and showing how they can be supported by specific classes of strategy-move functions for agents to select suitable utterances.",nan
2012,"guiding user choice during discussion by silence, examples and justifications","this paper describes an approach for guiding human choice-making by a computerized agent, in a conversational setting, where both user and agent provide meaningful input. in the proposed approach, the agent attempts to convince a person by providing examples for the person to emulate or by providing justifications for the person to internalize and build or change her preferences accordingly. the agent can take into account examples and justifications provided by the person. in a series of experiments where the task was selecting a location for a school, a computer agent interacted with subjects using a textual chat-type interface, with different agent designs being used in different experiments. the results show that the example-providing agent outperformed the justification providing agent and both, surprisingly, outperformed an agent which pre sented the subject with both examples and justifications. in addition, it was demonstrated that in some cases the best strategy for the agent is to keep silent.",nan
2012,combining bootstrapping and feature selection for improving a distributional thesaurus,"work about distributional thesauri has now widely shown that the relations in these thesauri are mainly reliable for high frequency words and for capturing semantic relatedness rather than strict semantic similarity. in this article, we propose a method for improving such a thesaurus through its re-balancing in favor of middle and low frequency words. this method is based on a bootstrapping mechanism: a set of positive and negative examples of semantically related words are selected in a unsupervised way from the results of the initial measure and used for training a supervised classifier. this classifier is then applied for reranking the initial semantic neighbors. we evaluate the interest of this reranking for a large set of english nouns with various frequencies.",nan
2012,argumentation-based reinforcement learning for robocup soccer keepaway,"reinforcement learning (rl) suffers from several difficulties when applied to domains with no obvious goal state defined; this leads to inefficiency in rl algorithms. in this paper we consider a solution within the context of a widely-used testbed for rl, that of robocup keepaway soccer. we introduce argumentation-based rl (abrl), using methods from argumentation theory to integrate domain knowledge, represented by arguments, into the smdp algorithm for rl by using potential-based reward shaping. empirical results show that abrl outperforms the original smdp algorithm, for this game, by improving the optimal performance.",nan
2012,case-based planning for problems with real-valued fluents: kernel functions for effective plan retrieval,"case-based planning (cbp) re-uses existing plans as a starting point to solve new planning problems. in this work, we address cbp for planning in pddl domains with real-valued fluents, that are essential to model real-world problems involving continuous resources. specifically, we propose some new heuristic techniques for retrieving a plan from a library of existing plans that is promising for a new given planning problem, i.e., that can be efficiently adapted to solve the new problem. the effectiveness of these techniques, which derive much of their power from the use of the numerical information in the planning problem specification and in the library plans, is then evaluated by an experimental analysis.",nan
2012,a bayesian multiple kernel learning framework for single and multiple output regression,multiple kernel learning algorithms are proposed to combine kernels in order to obtain a better similarity measure or to integrate feature representations coming from different data sources. most of the previous research on such methods is focused on classification formulations and there are few attempts for regression. we propose a fully conjugate bayesian formulation and derive a deterministic variational approximation for single output regression. we then show that the proposed formulation can be extended to multiple output regression. we illustrate the effectiveness of our approach on a single output benchmark data set. our framework outperforms previously reported results with better generalization performance on two image recognition data sets using both single and multiple output formulations.,nan
2012,approximate tradeoffs on matroids,"we consider problems where a solution is evaluated with a couple. each coordinate of this couple represents an agent's utility. due to the possible conflicts, it is unlikely that one feasible solution is optimal for both agents. then, a natural aim is to find tradeoffs. we investigate tradeoff solutions with guarantees for the agents.the focus is on discrete problems having a matroid structure. we provide polynomial-time deterministic algorithms which achieve several guarantees and we prove that some guarantees are not possible to reach.",nan
2012,process discovery via precedence constraints,"a key task in process mining consists of building a graph of causal dependencies over process activities, which can then be used to derive more expressive models in some high-level modeling language. an approach to accomplish this task is presented where the learning process can exploit the background knowledge that, in many cases, is available to the analysts taking care of the process (re-)design. the method is based on encoding the information gathered from the log and the (possibly) given background knowledge in terms of precedence constraints, i.e., constraints over the topology of the graphs. learning algorithms are eventually formulated in terms of reasoning problems over precedence constraints, and the computational complexity of such problems is thoroughly analyzed by tracing their tractability frontier. the whole approach has been implemented in a prototype system leveraging a solid constraint programming platform, and results of experimental activity are reported.",nan
2012,hard and easy k-typed compact coalitional games: the knowledge of player types marks the boundary,"coalitional games model scenarios where rational agents can form coalitions so as to obtain higher worths than by acting in isolation. once a coalition forms and obtains its worth, the problem of how this worth can be fairly distributed has to be faced. desirable worth distributions are usually referred to as solution concepts. recent research pointed out that, while reasoning problems involving such solution concepts are hard in general for games specified in compact form (e.g., graph games), some of them, in particular the core, become tractable when agents come partitioned into a fixed number k of types, i.e., of classes of strategically equivalent players. the paper continues along this line of research, by firstly showing that two other relevant solution concepts, the kernel and the nucleolus, are tractable in this setting and independently of the specific game encoding, provided worth functions are given as a polynomial-time computable oracles. then, it analyzes a different setting where games are still k-typed but the actual player partitioning is not a-priori known. within this latter setting, the paper addresses the question about how efficiently strategic equivalence between pairs of players can be recognized, and reconsiders the computational complexity of the core, the kernel, and the nucleolus. all such problems and notions emerged to be intractable, thereby evidencing that the knowledge of player types marks the boundary of tractability for reasoning about k-typed coalitional games.",nan
2012,partial cooperation in multi-agent local search,"multi-agent systems usually address one of two forms of interaction. one has completely competitive agents that act selfishly, each maximizing its own gain from the interaction. auctions and voting scenarios usually assume such agents and follow game theoretic results. the other form of interaction has multiple agents that cooperatively search for some global goal, such as an optimal time slot allocation for all landing aircrafts in an airport.the present paper proposes a paradigm for multiple agents solving a distributed problem using local search algorithms and acting in a partially cooperative manner. that is, agents with different preferences search for a minimal cost solution to an asymmetric distributed constraints optimization problem (adcop), while keeping a limited form of self interest.two approaches for using local search in the partial cooperative paradigm are proposed. the first, modifies the anytime mechanism introduced by zivan [19] so that agents can eliminate solutions which do not satisfy their cooperation thresholds. the second proposes a new local search algorithm that explores only valid solutions.the performance of two innovative algorithms implementing these two approaches, are compared with state of the art local search algorithms on three different setups. when personal constraints are strict, the proposed algorithms have a large advantage over existing algorithms. we provide insights to the success of existing algorithms within the anytime framework when constraints are loose.",nan
2012,towards generalizing the success of monte-carlo tree search beyond the game of go,"monte-carlo tree search and specifically the variants of the uct algorithm have been a break-through in ai of the board game go. however, uct has had limited applicability to other domains. we study the limitations of some of the existing variants of uct in a small-scale markov decision process (mdp), and propose new variants that can reduce those limitations. our experiments show great improvements in performance against traditional uct and comparable performance to estabilished reinforcement learning algorithm, thus opening possibilities for applying uct in other problem domains.",nan
2012,complexity of branching temporal description logics,"we study branching-time temporal description logics (tdls) based on the dls alc and el and the temporal logics ctl and ctl*. the main contributions are algorithms for satisfiability that are more direct than existing approaches, and (mostly) tight elementary complexity bounds that range from ptime to 2exptime and 3exptime. a careful use of tree automata techniques allows us to obtain transparent and uniform algorithms, avoiding to deal directly with the intricacies of ctl*.",nan
