id,Year,Paper,Keyword_1,Keyword_2,Keyword_3,Keyword_4,NewKeyword
4033,2014,ordering effects and belief adjustment in the use of comparison shopping agents,humans and ai, humans and ai,nan,nan,humans & ai
4034,2014,a strategy-aware technique for learning behaviors from discrete human feedback,humans and ai, humans and ai,nan,nan,humans & ai
4035,2014,dramatis:  a computational model of suspense,humans and ai, humans and ai,nan,nan,humans & ai
4036,2014,sketch recognition with natural correction and editing,humans and ai, humans and ai,nan,nan,humans & ai
4037,2014,role-aware conformity modeling and analysis in social networks,humans and ai, humans and ai,nan,nan,humans & ai
4038,2014,managing change in graph-structured data using description logics,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4039,2014,the computational complexity of structure-based causality,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4040,2014,pathway specification and comparative queries:  a high level language with petri net semantics,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4041,2014,prego:  an action language for belief-based cognitive robotics in continuous domains,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4042,2014,querying inconsistent description logic knowledge bases under preferred repair semantics,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4043,2014,capturing relational schemas and functional dependencies in rdfs,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4044,2014,exploring the boundaries of decidable verification of non-terminating golog programs,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4045,2014,data quality in ontology-based data access:  the case of consistency,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4046,2014,reasoning on ltl on finite traces:  insensitivity to infiniteness,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4047,2014,a tractable approach to abox abduction over description logic ontologies,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4048,2014,exploiting support sets for answer set programs with external evaluations,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4049,2014,a knowledge compilation map for ordered real-valued decision diagrams,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4050,2014,the complexity of reasoning with fodd and gfodd,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4051,2014,elementary loops revisited,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4052,2014,a constructive argumentation framework,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4053,2014,datalog rewritability of disjunctive datalog programs and its applications to ontology reasoning,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4054,2014,qualitative reasoning with modelica models,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4055,2014,a parameterized complexity analysis of generalized cp-nets,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4056,2014,the most uncreative examinee:  a first step toward wide coverage natural language math problem solving,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4057,2014,computing general first-order parallel and prioritized circumscription,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4058,2014,knowledge graph embedding by translating on hyperplanes,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4059,2014,abduction framework for repairing incomplete el ontologies:  complexity results and algorithms,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4060,2014,local-to-global consistency implies tractability of abduction,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4061,2014,using model-based diagnosis to improve software testing,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4062,2014,pay-as-you-go owl query answering using a triple store,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4063,2014,contraction and revision over dl-lite tboxes,knowledge representation and reasoning, knowledge representation and reasoning,nan,nan,knowledge representation
4064,2014,a spatially sensitive kernel to predict cognitive performance from short-term changes in neural structure,machine learning applications, machine learning applications,nan,nan,machine learning
4065,2014,accurate household occupant behavior modeling based on data mining techniques,machine learning applications, machine learning applications,nan,nan,machine learning
4066,2014,a convex formulation for semi-supervised multi-label feature selection,machine learning applications, machine learning applications,nan,nan,machine learning
4067,2014,predicting postoperative atrial fibrillation from independent ecg components,machine learning applications, machine learning applications,nan,nan,machine learning
4068,2014,online portfolio selection with group sparsity,machine learning applications, machine learning applications,nan,nan,machine learning
4069,2014,latent low-rank transfer subspace learning for missing modality recognition,machine learning applications, machine learning applications,nan,nan,machine learning
4070,2014,on the challenges of physical implementations of rbms,machine learning applications, machine learning applications,nan,nan,machine learning
4071,2014,soml:  sparse online metric learning with application to image retrieval,machine learning applications, machine learning applications,nan,nan,machine learning
4072,2014,calibration-free bci based control,machine learning applications, machine learning applications,nan,nan,machine learning
4073,2014,user intent identification from online discussions using a joint aspect-action topic model,machine learning applications, machine learning applications,nan,nan,machine learning
4074,2014,low-rank tensor learning with discriminant analysis for action classification and image recovery,machine learning applications, machine learning applications,nan,nan,machine learning
4075,2014,ranking tweets by labeled and collaboratively selected pairs with transitive closure,machine learning applications, machine learning applications,nan,nan,machine learning
4076,2014,automatic construction and natural-language description of nonparametric regression models,machine learning applications, machine learning applications,nan,nan,machine learning
4077,2014,proximal iteratively reweighted algorithm with multiple splitting for nonconvex sparsity optimization,machine learning applications, machine learning applications,nan,nan,machine learning
4078,2014,direct semantic analysis for social image classification,machine learning applications, machine learning applications,nan,nan,machine learning
4079,2014,discovering better aaai keywords via clustering with community-sourced constraints,machine learning applications, machine learning applications,nan,nan,machine learning
4080,2014,learning latent engagement patterns of students in online courses,machine learning applications, machine learning applications,nan,nan,machine learning
4081,2014,generalized higher-order tensor decomposition via parallel admm,machine learning applications, machine learning applications,nan,nan,machine learning
4082,2014,doubly regularized portfolio with risk minimization,machine learning applications, machine learning applications,nan,nan,machine learning
4083,2014,learning deep representations for graph clustering,machine learning applications, machine learning applications,nan,nan,machine learning
4084,2014,agent behavior prediction and its generalization analysis,machine learning applications, machine learning applications,nan,nan,machine learning
4085,2014,evaluating trauma patients:  addressing missing covariates with joint optimization,machine learning applications, machine learning applications,nan,nan,machine learning
4086,2014,identifying differences in physician communication styles with a log-linear transition component model,machine learning applications, machine learning applications,nan,nan,machine learning
4087,2014,robust distance metric learning in the presence of label noise,machine learning applications, machine learning applications,nan,nan,machine learning
4088,2014,globally and locally consistent unsupervised projection,machine learning applications, machine learning applications,nan,nan,machine learning
4089,2014,adaptive knowledge transfer for multiple instance learning in image classification,machine learning applications, machine learning applications,nan,nan,machine learning
4090,2014,privacy and regression model preserved learning,machine learning applications, machine learning applications,nan,nan,machine learning
4091,2014,decomposing activities of daily living to discover routine clusters,machine learning applications, machine learning applications,nan,nan,machine learning
4092,2014,feature selection at the discrete limit,machine learning applications, machine learning applications,nan,nan,machine learning
4093,2014,hybrid singular value thresholding for tensor completion,machine learning applications, machine learning applications,nan,nan,machine learning
4094,2014,sequential click prediction for sponsored search with recurrent neural networks,machine learning applications, machine learning applications,nan,nan,machine learning
4095,2014,accurate integration of aerosol predictions by smoothing on a manifold,machine learning applications, machine learning applications,nan,nan,machine learning
4096,2014,dynamic multi-agent task allocation with spatial and temporal constraints,multiagent systems, multiagent systems,nan,nan,multiagent systems
4097,2014,robust winners and winner determination policies under candidate uncertainty,multiagent systems, multiagent systems,nan,nan,multiagent systems
4098,2014,prices matter for the parameterized complexity of shift bribery,multiagent systems, multiagent systems,nan,nan,multiagent systems
4099,2014,the computational rise and fall of fairness,multiagent systems, multiagent systems,nan,nan,multiagent systems
4100,2014,multi-organ exchange:  the whole is greater than the sum of its parts,multiagent systems, multiagent systems,nan,nan,multiagent systems
4101,2014,on computing optimal strategies in open list proportional representation:  the two parties case,multiagent systems, multiagent systems,nan,nan,multiagent systems
4102,2014,symbolic model checking epistemic strategy logic,multiagent systems, multiagent systems,nan,nan,multiagent systems
4103,2014,internally stable matchings and exchanges,multiagent systems, multiagent systems,nan,nan,multiagent systems
4104,2014,congestion games for v2g-enabled ev charging,multiagent systems, multiagent systems,nan,nan,multiagent systems
4105,2014,decentralized multi-agent reinforcement learning in average-reward dynamic dcops,multiagent systems, multiagent systems,nan,nan,multiagent systems
4106,2014,online (budgeted) social choice,multiagent systems, multiagent systems,nan,nan,multiagent systems
4107,2014,a game-theoretic analysis of catalog optimization,multiagent systems, multiagent systems,nan,nan,multiagent systems
4108,2014,theory of cooperation in complex social networks,multiagent systems, multiagent systems,nan,nan,multiagent systems
4109,2014,multiagent metareasoning through organizational design,multiagent systems, multiagent systems,nan,nan,multiagent systems
4110,2014,give a hard problem to a diverse team:  exploring large action spaces,multiagent systems, multiagent systems,nan,nan,multiagent systems
4111,2014,regret-based multi-agent coordination with uncertain task rewards,multiagent systems, multiagent systems,nan,nan,multiagent systems
4112,2014,solving zero-sum security games in discretized spatio-temporal domains,multiagent systems, multiagent systems,nan,nan,multiagent systems
4113,2014,scalable complex contract negotiation with structured search and agenda management,multiagent systems, multiagent systems,nan,nan,multiagent systems
4114,2014,senticnet 3:  a common and common-sense knowledge base for cognition-driven sentiment analysis,nlp and knowledge representation, nlp and knowledge representation,nan,nan,nlp
4115,2014,joint morphological generation and syntactic linearization,nlp and knowledge representation, nlp and knowledge representation,nan,nan,nlp
4116,2014,improving domain-independent cloud-based speech recognition with domain-dependent phonetic post-processing,nlp and knowledge representation, nlp and knowledge representation,nan,nan,nlp
4117,2014,adaptive multi-compositionality for recursive neural models with applications to sentiment analysis,nlp and machine learning, nlp and machine learning,nan,nan,nlp
4118,2014,collaborative models for referring expression generation in situated dialogue,nlp and machine learning, nlp and machine learning,nan,nan,nlp
4119,2014,prediction of helpful reviews using emotions extraction,nlp and machine learning, nlp and machine learning,nan,nan,nlp
4120,2014,unsupervised alignment of natural language instructions with video segments,nlp and machine learning, nlp and machine learning,nan,nan,nlp
4121,2014,learning scripts as hidden markov models,nlp and machine learning, nlp and machine learning,nan,nan,nlp
4122,2014,learning word representation considering proximity and ambiguity,nlp and machine learning, nlp and machine learning,nan,nan,nlp
4123,2014,on dataless hierarchical text classification,nlp and machine learning, nlp and machine learning,nan,nan,nlp
4124,2014,learning concept embeddings for query expansion by quantum entropy minimization,nlp and machine learning, nlp and machine learning,nan,nan,nlp
4125,2014,fused feature representation discovery for high-dimensional and sparse data,nlp and machine learning, nlp and machine learning,nan,nan,nlp
4126,2014,instance-based domain adaptation in nlp via in-target-domain logistic approximation,nlp and machine learning, nlp and machine learning,nan,nan,nlp
4127,2014,semi-supervised matrix completion for cross-lingual text classification,nlp and machine learning, nlp and machine learning,nan,nan,nlp
4128,2014,chinese overt pronoun resolution:  a bilingual approach,nlp and text mining, nlp and text mining,nan,nan,nlp
4129,2014,chinese zero pronoun resolution:  an unsupervised approach combining ranking and integer linear programming,nlp and text mining, nlp and text mining,nan,nan,nlp
4130,2014,extracting keyphrases from research papers using citation networks,nlp and text mining, nlp and text mining,nan,nan,nlp
4131,2014,suit:  a supervised user-item based topic model for sentiment analysis,nlp and text mining, nlp and text mining,nan,nan,nlp
4132,2014,lifetime lexical variation in social media,nlp and text mining, nlp and text mining,nan,nan,nlp
4133,2014,detecting information-dense texts in multiple news domains,nlp and text mining, nlp and text mining,nan,nan,nlp
4134,2014,mind the gap:  machine translation by minimizing the semantic gap in embedding space,nlp and text mining, nlp and text mining,nan,nan,nlp
4135,2014,supervised transfer sparse coding,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4136,2014,active learning with model selection,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4137,2014,multilabel classification with label correlations and missing labels,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4138,2014,combining multiple correlated reward and shaping signals by measuring confidence,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4139,2014,optimal neighborhood preserving visualization by maximum satisfiability,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4140,2014,pac rank elicitation through adaptive sampling of stochastic pairwise preferences,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4141,2014,manifold spanning graphs,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4142,2014,lass:  a simple assignment model with laplacian smoothing,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4143,2014,distribution-aware sampling and weighted model counting for sat,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4144,2014,dynamic bayesian probabilistic matrix factorization,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4145,2014,echo-state conditional restricted boltzmann machines,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4146,2014,a local non-negative pursuit method for intrinsic manifold structure preservation,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4147,2014,dropout training for support vector machines,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4148,2014,learning with augmented class by exploiting unlabeled data,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4149,2014,natural temporal difference learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4150,2014,learning the structure of probabilistic graphical models with an extended cascading indian buffet process,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4151,2014,finding median point-set using earth mover's distance,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4152,2014,non-linear label ranking for large-scale prediction of long-term user interests,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4153,2014,hc-search for multi-label prediction:  an empirical study,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4154,2014,learning instance concepts from multiple-instance data with bags as distributions,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4155,2014,active learning for crowdsourcing using knowledge transfer,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4156,2014,large-scale optimistic adaptive submodularity,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4157,2014,coactive learning for locally optimal problem solving,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4158,2014,kernelized bayesian transfer learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4159,2014,relish:  reliable label inference via smoothness hypothesis,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4160,2014,signed laplacian embedding for supervised dimension reduction,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4161,2014,encoding tree sparsity in multi-task learning:  a probabilistic framework,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4162,2014,deep modeling of group preferences for group-based recommendation,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4163,2014,fast multi-instance multi-label learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4164,2014,adaptation-guided case base maintenance,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4165,2014,intra-view and inter-view supervised correlation analysis for multi-view feature learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4166,2014,imitation learning with demonstrations and shaping rewards,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4167,2014,monte carlo filtering using kernel embedding of distributions,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4168,2014,power iterated color refinement,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4169,2014,spectral thompson sampling,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4170,2014,"non-convex feature learning via l_{p, inf} operator",novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4171,2014,pairwise-covariance linear discriminant analysis,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4172,2014,constructing symbolic representations for high-level planning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4173,2014,feature-cost sensitive learning with submodular trees of classifiers,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4174,2014,scalable sparse covariance estimation via self-concordance,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4175,2014,wormhole hamiltonian monte carlo,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4176,2014,manifold learning for jointly modeling topic and visualization,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4177,2014,partial multi-view clustering,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4178,2014,sample-adaptive multiple kernel learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4179,2014,pre-trained multi-view word embedding using two-side neural network,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4180,2014,convex co-embedding,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4181,2014,mixing-time regularized policy gradient,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4182,2014,semantic data representation for improving tensor factorization,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4183,2014,labeling complicated objects:  multi-view multi-instance multi-label learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4184,2014,online and stochastic learning with a human cognitive bias,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4185,2014,robust non-negative dictionary learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4186,2014,evolutionary dynamics of q-learning over the sequence form,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4187,2014,bagging by design (on the suboptimality of bagging),novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4188,2014,anytime active learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4189,2014,on boosting sparse parities,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4190,2014,online multi-task learning via sparse dictionary optimization,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4191,2014,a hybrid grammar-based approach for learning and recognizing natural hand gestures,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4192,2014,sparse compositional metric learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4193,2014,locality preserving projection for domain adaptation with multi-objective learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4194,2014,reconsidering mutual information based feature selection:  a statistical significance view,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4195,2014,cross-domain metric learning based on information theory,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4196,2014,improving semi-supervised target alignment via label-aware base kernels,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4197,2014,exact subspace clustering in linear time,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4198,2014,using the matrix ridge approximation to speedup determinantal point processes sampling algorithms,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4199,2014,the role of dimensionality reduction in classification,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4200,2014,small-variance asymptotics for dirichlet process mixtures of svms,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4201,2014,learning relative similarity by stochastic dual coordinate ascent,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4202,2014,robust multi-view spectral clustering via low-rank and sparse decomposition,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4203,2014,supervised hashing for image retrieval via image representation learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4204,2014,efficient generalized fused lasso and its application to the diagnosis of alzheimer's disease,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4205,2014,online classification using a voted rda method,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4206,2014,large-scale supervised multimodal hashing with semantic correlation maximization,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4207,2014,multi-instance learning with distribution change,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4208,2014,novel density-based clustering algorithms for uncertain data,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4209,2014,robust bayesian inverse reinforcement learning with sparse behavior noise,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4210,2014,gradient descent with proximal average for nonconvex and composite regularization,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4211,2014,hybrid heterogeneous transfer learning through deep learning,novel machine learning algorithms, novel machine learning algorithms,nan,nan,machine learning
4212,2014,oversubscription planning:  complexity and compilability,planning and scheduling, planning and scheduling,nan,nan,planning methods
4213,2014,planning as model checking in hybrid domains,planning and scheduling, planning and scheduling,nan,nan,planning methods
4214,2014,flexible and scalable partially observable planning with linear translations,planning and scheduling, planning and scheduling,nan,nan,planning methods
4215,2014,using timed game automata to synthesize execution strategies for simple temporal networks with uncertainty,planning and scheduling, planning and scheduling,nan,nan,planning methods
4216,2014,scheduling for transfers in pickup and delivery problems with very large neighborhood search,planning and scheduling, planning and scheduling,nan,nan,planning methods
4217,2014,structured possibilistic planning using decision diagrams,planning and scheduling, planning and scheduling,nan,nan,planning methods
4218,2014,chance-constrained probabilistic simple temporal problems,planning and scheduling, planning and scheduling,nan,nan,planning methods
4219,2014,solving the traveling tournament problem by packing three-vertex paths,planning and scheduling, planning and scheduling,nan,nan,planning methods
4220,2014,delivering guaranteed display ads under reach and frequency requirements,planning and scheduling, planning and scheduling,nan,nan,planning methods
4221,2014,solving uncertain mdps by reusing state information and plans,planning and scheduling, planning and scheduling,nan,nan,planning methods
4222,2014,grandpa hates robots - interaction constraints for planning in inhabited environments,planning and scheduling, planning and scheduling,nan,nan,planning methods
4223,2014,backdoors to planning,planning and scheduling, planning and scheduling,nan,nan,planning methods
4224,2014,a simple polynomial-time randomized distributed algorithm for connected row convex constraints,planning and scheduling, planning and scheduling,nan,nan,planning methods
4225,2014,symbolic domain predictive control,planning and scheduling, planning and scheduling,nan,nan,planning methods
4226,2014,computing contingent plans via fully observable non-deterministic planning,planning and scheduling, planning and scheduling,nan,nan,planning methods
4227,2014,a scheduler for actions with iterated durations,planning and scheduling, planning and scheduling,nan,nan,planning methods
4228,2014,parametrized families of hard planning problems from phase transitions,planning and scheduling, planning and scheduling,nan,nan,planning methods
4229,2014,cost-based query optimization via ai planning,planning and scheduling, planning and scheduling,nan,nan,planning methods
4230,2014,efficiently implementing golog with answer set programming,planning and scheduling, planning and scheduling,nan,nan,planning methods
4231,2014,generalized label reduction for merge-and-shrink heuristics,planning and scheduling, planning and scheduling,nan,nan,planning methods
4232,2014,saturated path-constrained mdp:  planning under uncertainty and deterministic model-checking constraints,planning and scheduling, planning and scheduling,nan,nan,planning methods
4233,2014,a relevance-based compilation method for conformant probabilistic planning,planning and scheduling, planning and scheduling,nan,nan,planning methods
4234,2014,optimal decoupling in linear constraint systems,planning and scheduling, planning and scheduling,nan,nan,planning methods
4235,2014,adding local exploration to greedy best-first search in satisficing planning,planning and scheduling, planning and scheduling,nan,nan,planning methods
4236,2014,type-based exploration with multiple search queues for satisficing planning,planning and scheduling, planning and scheduling,nan,nan,planning methods
4237,2014,lifting relational map-lps using cluster signatures,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4238,2014,recovering from selection bias in causal and statistical inference,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4239,2014,tree-based on-line reinforcement learning,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4240,2014,testable implications of linear structural equation models,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4241,2014,finding the k-best equivalence classes of bayesian network structures for model averaging,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4242,2014,tightening bounds for bayesian network structure learning,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4243,2014,state aggregation in monte carlo tree search,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4244,2014,relational one-class classification:  a non-parametric approach,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4245,2014,predicting the hardness of learning bayesian networks,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4246,2014,tractability through exchangeability:  a new perspective on efficient probabilistic inference,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4247,2014,r2:  an efficient mcmc sampler for probabilistic programs,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4248,2014,an adversarial interpretation of information-theoretic bounded rationality,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4249,2014,explanation-based approximate weighted model counting for probabilistic logics,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4250,2014,approximate lifting techniques for belief propagation,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4251,2014,decentralized stochastic planning with anonymity in interactions,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4252,2014,point-based pomdp solving with factored value function approximation,reasoning under uncertainty, reasoning under uncertainty,nan,nan,uncertaintyÿin ai
4253,2014,efficient optimization for autonomous robotic manipulation of natural objects,robotics, robotics,nan,nan,reinforcement learning
4254,2014,a framework for task planning in heterogeneous multi robot systems based on robot capabilities,robotics, robotics,nan,nan,reinforcement learning
4255,2014,generalizing policy advice with gaussian process bandits for dynamic skill improvement,robotics, robotics,nan,nan,reinforcement learning
4256,2014,minimising undesired task costs in multi-robot task allocation problems with in-schedule dependencies,robotics, robotics,nan,nan,reinforcement learning
4257,2014,optimal and efficient stochastic motion planning in partially-known environments,robotics, robotics,nan,nan,reinforcement learning
4258,2014,learning from unscripted deictic gesture and language for human-robot interactions,robotics, robotics,nan,nan,reinforcement learning
4259,2014,robust visual robot localization across seasons using network flows,robotics, robotics,nan,nan,reinforcement learning
4260,2014,schedule-based robotic search for multiple residents in a retirement home environment,robotics, robotics,nan,nan,reinforcement learning
4261,2014,qualitative planning with quantitative constraints for online learning of robotic behaviours,robotics, robotics,nan,nan,reinforcement learning
4262,2014,gp-localize:  persistent mobile robot localization using online sparse gaussian process observation model,robotics, robotics,nan,nan,reinforcement learning
4263,2014,maxsat by improved instance-specific algorithm configuration,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4264,2014,adaptive singleton-based consistencies,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4265,2014,non-restarting sat solvers with simple preprocessing can efficiently simulate resolution,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4266,2014,propagating regular counting constraints,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4267,2014,tailoring local search for partial maxsat,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4268,2014,q-intersection algorithms for constraint-based robust parameter estimation,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4269,2014,linear-time filtering algorithms for the disjunctive constraint,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4270,2014,diagnosing analogue linear systems using dynamic topological reconfiguration,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4271,2014,backdoors into heterogeneous classes of sat and csp,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4272,2014,a reasoner for the rcc-5 and rcc-8 calculi extended with constants,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4273,2014,"an experimentally efficient method for (mss, comss) partitioning",search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4274,2014,a support-based algorithm for the bi-objective pareto constraint,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
4275,2014,djao:  a communication-constrained dcop algorithm that combines features of adopt and action-gdl,search and constraint satisfaction, search and constraint satisfaction,nan,nan,search & constraint satisfaction
