Year,Title
2012,robust pca in high-dimension: a deterministic approach.
2012,complexity analysis of the lasso regularization path.
2012,projection-free online learning.
2012,machine learning that matters.
2012,"scene parsing with multiscale feature learning, purity trees, and optimal covers."
2012,linear regression with limited observation.
2012,an online boosting algorithm with theoretical justifications.
2012,modeling temporal dependencies in high-dimensional sequences: application to polyphonic music generation and transcription.
2012,approximate modified policy iteration.
2012,nonparametric link prediction in dynamic networks.
2012,agnostic system identification for model-based reinforcement learning.
2013,an optimal policy for target localization with application to electron microscopy.
2013,domain generalization via invariant feature representation.
2013,a spectral learning approach to range-only slam.
2013,near-optimal bounds for cross-validation via loss stability.
2013,sparsity-based generalization bounds for predictive sparse coding.
2013,sparse uncorrelated linear discriminant analysis.
2013,block-coordinate frank-wolfe optimization for structural svms.
2013,fast probabilistic optimization from noisy gradients.
2013,stochastic gradient descent for non-smooth optimization: convergence results and optimal averaging schemes.
2013,stochastic alternating direction method of multipliers.
2013,noisy sparse subspace clustering.
2013,parallel markov chain monte carlo for nonparametric mixture models.
2013,risk bounds and learning algorithms for the regression approach to structured output prediction.
2013,making a science of model search: hyperparameter optimization in hundreds of dimensions for vision architectures.
2013,gibbs max-margin topic models with fast sampling algorithms.
2013,cost-sensitive tree of classifiers.
2013,learning hash functions using column generation.
2013,combinatorial multi-armed bandit: general framework and applications.
2013,near-optimal batch mode active learning and adaptive submodular optimization.
2013,convex formulations of radius-margin based support vector machines.
2013,modelling sparse dynamical systems with compressed predictive state representations.
2013,a machine learning framework for programming by example.
2013,discriminatively activated sparselets.
2013,the pairwise piecewise-linear embedding for efficient non-linear classification.
2013,fixed-point model for structured labeling.
2013,connecting the dots with landmarks: discriminatively learning domain-invariant features for unsupervised domain adaptation.
2013,fast conical hull algorithms for near-separable non-negative matrix factorization.
2013,principal component analysis on non-gaussian dependent data.
2013,learning linear bayesian networks with latent variables.
2013,multiple identifications in multi-armed bandits.
2013,learning optimally sparse support vector machines.
2013,dynamic probabilistic models for latent feature propagation in social networks.
2013,efficient sparse group feature selection via nonconvex optimization.
2013,domain adaptation for sequence labeling tasks with a probabilistic language adaptation model.
2013,maximum variance correction with application to a* search.
2013,adaptive sparsity in gaussian graphical models.
2013,average reward optimization objective in partially observable domains.
2013,feature selection in high-dimensional classification.
2013,human boosting.
2013,efficient dimensionality reduction for canonical correlation analysis.
2013,parsing epileptic events using a markov switching process model for correlated time series.
2013,optimal rates for stochastic convex optimization under tsybakov noise condition.
2013,a randomized mirror descent algorithm for large scale multiple kernel learning.
2013,noisy and missing data regression: distribution-oblivious support recovery.
2013,dual averaging and proximal gradient descent for online alternating direction multiplier method.
2013,a new frontier of kernel design for structured data.
2013,learning with marginalized corrupted features.
2013,approximation properties of dbns with binary hidden units and real-valued visible units.
2013,revisiting frank-wolfe: projection-free sparse convex optimization.
2013,general functional matrix factorization using gradient boosting.
2013,iterative learning and denoising in convolutional neural associative memories.
2013,scaling multidimensional gaussian processes using projected additive approximations.
2013,active learning for multi-objective optimization.
2013,a generalized kernel approach to structured output learning.
2013,efficient active learning of halfspaces: an aggressive approach.
2013,enhanced statistical rankings via targeted data collection.
2013,online feature selection for model-based reinforcement learning.
2013,ella: an efficient lifelong learning algorithm.
2013,a structural svm based approach for optimizing partial auc.
2013,convex relaxations for learning bounded-treewidth decomposable graphs.
2013,adaptive task assignment for crowdsourced classification.
2013,optimal regret bounds for selecting the state representation in reinforcement learning.
2013,better mixing via deep representations.
2013,online latent dirichlet allocation with infinite vocabulary.
2013,characterizing the representer theorem.
2013,dynamical models and tracking regret in online convex programming.
2013,large-scale bandit problems and kwik learning.
2013,vanishing component analysis.
2013,learning an internal dynamics model from control demonstration.
2013,robust structural metric learning.
2013,constrained fractional set programs and their application in local clustering and community detection.
2013,efficient semi-supervised and active learning of disjunctions.
2013,convex adversarial collective classification.
2013,rounding methods for discrete linear classification.
2013,mixture of mutually exciting processes for viral diffusion.
2013,gaussian process vine copulas for multivariate dependence.
2013,stochastic simultaneous optimistic optimization.
2013,toward optimal stratification for stratified monte-carlo integration.
2013,a general iterative shrinkage and thresholding algorithm for non-convex regularized optimization problems.
2013,thurstonian boltzmann machines: learning from multiple inequalities.
2013,a variational approximation for topic modeling of hierarchical corpora.
2013,forecastable component analysis.
2013,ellipsoidal multiple instance learning.
2013,local low-rank matrix approximation.
2013,generic exploration and k-armed voting bandits.
2013,a unifying framework for vector-valued manifold regularization and multi-view learning.
2013,learning connections in financial time series.
2013,fast dropout training.
2013,scalable optimization of neighbor embedding for visualization.
2013,precision-recall space to correct external indices for biclustering.
2013,monochromatic bi-clustering.
2013,gated autoencoders with tied input weights.
2013,strict monotonicity of sum of squares error and normalized cut in the lattice of clusterings.
2013,transition matrix estimation in high dimensional time series.
2013,label partitioning for sublinear ranking.
2013,subproblem-tree calibration: a unified approach to max-product message passing.
2013,collaborative hyperparameter tuning.
2013,sada: a general framework to support robust causation discovery.
2013,learning and selecting features jointly with point-wise gated boltzmann machines.
2013,sequential bayesian search.
2013,sparse projections onto the simplex.
2013,modeling musical influence with topic models.
2013,subtle topic models and discovering subtly manifested software concerns automatically.
2013,exploring the mind: integrating questionnaires and fmri.
2013,a proximal newton framework for composite minimization: graph learning without cholesky decompositions and matrix inversions.
2013,a practical algorithm for topic modeling with provable guarantees.
2013,distributed training of large-scale logistic models.
2013,an adaptive learning rate for stochastic variational inference.
2013,"margins, shrinkage, and boosting."
2013,canonical correlation analysis based on hilbert-schmidt independence criterion and centered kernel target alignment.
2013,large-scale learning with less ram via randomization.
2013,taming the curse of dimensionality: discrete integration by hashing and optimization.
2013,sparse coding for multitask and transfer learning.
2013,direct modeling of complex invariances for visual object features.
2013,hierarchically-coupled hidden markov models for learning kinetic rates from single-molecule data.
2013,activized learning with uniform classification noise.
2013,guided policy search.
2013,squared-loss mutual information regularization: a novel information-theoretic approach to semi-supervised learning.
2013,gossip-based distributed stochastic bandit algorithms.
2013,the sample-complexity of general reinforcement learning.
2013,hierarchical regularization cascade for joint learning.
2013,multi-class classification with maximum margin multiple kernel.
2013,bayesian games for adversarial regression problems.
2013,optimistic knowledge gradient policy for optimal budget allocation in crowdsourcing.
2013,markov network estimation from multi-attribute data.
2013,mileage: multiple instance learning with global embedding.
2013,guaranteed sparse recovery under linear transformation.
2013,learning invariant features by harnessing the aperture problem.
2013,efficient ranking from pairwise comparisons.
2013,differentially private learning with kernels.
2013,thompson sampling for contextual bandits with linear payoffs.
2013,learning multiple behaviors from unlabeled demonstrations in a latent controller space.
2013,inference algorithms for pattern-based crfs on sequence data.
2013,one-bit compressed sensing: provable support and vector recovery.
2013,tensor analyzers.
2013,learning sparse penalties for change-point detection using max margin interval regression.
2013,learning from human-generated lists.
2013,a fast and exact energy minimization algorithm for cycle mrfs.
2013,stochastic k-neighborhood selection for supervised and unsupervised learning.
2013,an efficient posterior regularized latent variable model for interactive sound source separation.
2013,estimating unknown sparsity in compressed sensing.
2013,mad-bayes: map-based asymptotic derivations from bayes.
2013,the most generative maximum margin bayesian networks.
2013,fastfood - computing hilbert space expansions in loglinear time.
2013,joint transfer and batch-mode active learning.
2013,message passing with l1 penalized kl minimization.
2013,mean reversion with a variance threshold.
2013,top-down particle filtering for bayesian decision trees.
2013,smooth sparse coding via marginal regression for learning sparse representations.
2013,robust and discriminative self-taught learning.
2013,safe policy iteration.
2013,unfolding latent tree structures using 4th order tensors.
2013,learning fair representations.
2013,hierarchical tensor decomposition of latent tree graphical models.
2013,no more pesky learning rates.
2013,multi-view clustering and feature learning via structured sparsity.
2013,planning by prioritized sweeping with small backups.
2013,solving continuous pomdps: value iteration with incremental learning of an efficient space representation.
2013,learning heteroscedastic models by convex programming under group sparsity.
2013,covariate shift in hilbert space: a solution via sorrogate kernels.
2013,a local algorithm for finding well-connected clusters.
2013,efficient multi-label classification with many labels.
2013,spectral compressed sensing via structured matrix completion.
2013,multi-task learning with gaussian matrix generalized inverse gaussian model.
2013,simple sparsification improves sparse denoising autoencoders in denoising highly corrupted images.
2013,on the generalization ability of online learning algorithms for pairwise loss functions.
2013,non-linear stationary subspace analysis with application to video classification.
2013,two-sided exponential concentration bounds for bayes error rate and shannon entropy.
2013,that was fast! speeding up nn search of high dimensional distributions.
2013,entropic affinities: properties and efficient numerical computation.
2013,local deep kernel learning for efficient non-linear svm prediction.
2013,temporal difference methods for the variance of the reward to go.
2013,\(\propto\)svm for learning with label proportions.
2013,parameter learning and convergent inference for dense random fields.
2013,loss-proportional subsampling for subsequent erm.
2013,scalable simple random sampling and stratified sampling.
2013,riemannian similarity learning.
2013,on compact codes for spatially pooled features.
2013,dynamic covariance models for multivariate financial time series.
2013,revisiting the nystrom method for improved large-scale machine learning.
2013,infinite positive semidefinite tensor factorization for source separation of mixture signals.
2013,a unified robust regression model for lasso-like algorithms.
2013,quickly boosting decision trees - pruning underachieving features early.
2013,on the statistical consistency of algorithms for binary classification under class imbalance.
2013,topic model diagnostics: assessing domain relevance via topical alignment.
2013,online kernel learning with a near optimal sparsity bound.
2013,spectral learning of hidden markov models from dynamic and static data.
2013,analogy-preserving semantic embedding for visual object categorization.
2013,"algebraic classifiers: a generic approach to fast cross-validation, online training, and parallel training."
2013,factorial multi-task learning : a bayesian nonparametric approach.
2013,modeling information propagation with survival theory.
2013,better rates for any adversarial deterministic mdp.
2013,abc reinforcement learning.
2013,sharp generalization error bounds for randomly-projected classifiers.
2013,on learning parametric-output hmms.
2013,lda topic model with soft assignment of descriptors to words.
2013,on autoencoder scoring.
2013,infinite markov-switching maximum entropy discrimination machines.
2013,a pac-bayesian approach for domain adaptation with specialization to linear classifiers.
2013,sparse pca through low-rank approximations.
2013,computation-risk tradeoffs for covariance-thresholded regression.
2013,exact rule learning via boolean compressed sensing.
2013,robust sparse regression under adversarial corruption.
2013,optimization with first-order surrogate functions.
2013,learning spatio-temporal structure from rgb-d videos for human activity detection and anticipation.
2013,consistency versus realizable h-consistency for multiclass classification.
2013,feature multi-selection among subjective features.
2013,domain adaptation under target and conditional shift.
2013,collective stability in structured prediction: generalization from one example.
2013,stable coactive learning via perturbation.
2013,max-margin multiple-instance dictionary learning.
2013,fast semidifferential-based submodular function optimization.
2013,kernelized bayesian matrix factorization.
2013,learning the structure of sum-product networks.
2013,quantile regression for large-scale applications.
2013,robust regression on mapreduce.
2013,infinitesimal annealing for training semi-supervised support vector machines.
2013,one-pass auc optimization.
2013,learning convex qp relaxations for structured prediction.
2013,concurrent reinforcement learning from customer interactions.
2013,saving evaluation time for the decision function in boosting: representation and reordering base learner.
2013,stability and hypothesis transfer learning.
2013,fast dual variational inference for non-conjugate latent gaussian models.
2013,modeling temporal evolution and multiscale structure in networks.
2013,dependent normalized random measures.
2013,fast max-margin matrix factorization with data augmentation.
2013,natural image bases to represent neuroimaging data.
2013,breaking the small cluster barrier of graph clustering.
2013,approximate inference in collective graphical models.
2013,scaling the indian buffet process via submodular maximization.
2013,mini-batch primal and dual methods for svms.
2013,"the lasso, persistence, and cross-validation."
2013,spectral experts for estimating mixtures of linear regressions.
2013,distribution to distribution regression.
2013,regularization of neural networks using dropconnect.
2013,gaussian process kernels for pattern discovery and extrapolation.
2013,anytime representation learning.
2013,algorithms for direct 0-1 loss optimization in binary classification.
2013,top-k selection based on adaptive sampling of noisy preferences.
2013,the extended parameter filter.
2013,exploiting ontology structures and unlabeled data for learning.
2013,o(logt) projections for stochastic optimization of smooth and strongly convex functions.
2013,optimizing the f-measure in multi-label classification: plug-in rule approach versus structured loss minimization.
2013,on the importance of initialization and momentum in deep learning.
2013,a non-iid framework for collaborative filtering with restricted boltzmann machines.
2013,intersecting singularities for multi-structured estimation.
2013,structure discovery in nonparametric regression through compositional kernel search.
2013,copy or coincidence? a model for detecting social influence and duplication events.
2013,smooth operators.
2013,the cross-entropy method optimizes for quantiles.
2013,topic discovery through data dependent and random projections.
2013,bayesian learning of recursively factored environments.
2013,selective sampling algorithms for cost-sensitive multiclass prediction.
2013,the bigraphical lasso.
2013,almost optimal exploration in multi-armed bandits.
2013,deep canonical correlation analysis.
2013,consistency of online random forests.
2013,"sparse gaussian conditional random fields: algorithms, theory, and application to energy forecasting."
2013,fast image tagging.
2013,expensive function optimization with stochastic binary outcomes.
2013,multiple-source cross-validation.
2013,learning triggering kernels for multi-dimensional hawkes processes.
2013,on the difficulty of training recurrent neural networks.
2013,maxout networks.
2013,predictable dual-view hashing.
2013,deep learning with cots hpc systems.
2013,nonparametric mixture of gaussian processes with constraints.
2013,scale invariant conditional dependence measures.
2013,learning policies for contextual submodular prediction.
2013,manifold preserving hierarchical topic models for quantization and approximation.
2013,safe screening of non-support vectors in pathwise svm computation.
2013,cost-sensitive multiclass classification risk bounds.
2013,semi-supervised clustering by input pattern assisted pairwise similarity matrix completion.
2013,learning the beta-divergence in tweedie compound poisson matrix factorization models.
2013,fast algorithms for sparse principal component analysis based on rayleigh quotient iteration.
2013,nested chinese restaurant franchise process: applications to user tracking and document modeling.
2013,tree-independent dual-tree algorithms.
2013,multilinear multitask learning.
2013,online learning under delayed feedback.
2013,adaptive hamiltonian and riemann manifold monte carlo.
2013,coco-q: learning in stochastic games with side payments.
2013,on a nonlinear generalization of sparse coding and dictionary learning.
2013,estimation of causal peer influence effects.
2014,a discriminative latent variable model for online clustering.
2014,kernel mean estimation and stein effect.
2014,demystifying information-theoretic clustering.
2014,covering number for efficient heuristic-based pomdp planning.
2014,the coherent loss function for classification.
2014,fast stochastic alternating direction method of multipliers.
2014,active detection via adaptive submodularity.
2014,accelerated proximal stochastic dual coordinate ascent for regularized loss minimization.
2014,an adaptive accelerated proximal gradient method and its homotopy continuation for sparse optimization.
2014,recurrent convolutional neural networks for scene labeling.
2014,a statistical perspective on algorithmic leveraging.
2014,thompson sampling for complex online problems.
2014,boosting multi-step autoregressive forecasts.
2014,a statistical convergence perspective of algorithms for rank aggregation from pairwise data.
2014,scaling up approximate value iteration with options: better policies with fewer iterations.
2014,latent bandits.
2014,fast allocation of gaussian process experts.
2014,von mises-fisher clustering models.
2014,convergence rates for persistence diagram estimation in topological data analysis.
2014,buffer k-d trees: processing massive nearest neighbor queries on gpus.
2014,austerity in mcmc land: cutting the metropolis-hastings budget.
2014,understanding the limiting factors of topic modeling via posterior contraction analysis.
2014,the inverse regression topic model.
2014,a consistent histogram estimator for exchangeable graph models.
2014,latent variable copula inference for bundle pricing from retail transaction data.
2014,towards minimax online learning with unknown time horizon.
2014,factorized point process intensities: a spatial analysis of professional basketball.
2014,"margins, kernels and non-linear smoothed perceptrons."
2014,robust regbayes: selectively incorporating first-order logic domain knowledge into bayesian models.
2014,learning theory and algorithms for revenue optimization in second price auctions with reserve.
2014,low-density parity constraints for hashing-based discrete integration.
2014,prediction with limited advice and multiarmed bandits with paid observations.
2014,bayesian nonparametric multilevel clustering with group-level contexts.
2014,large-margin metric learning for constrained partitioning problems.
2014,wasserstein propagation for semi-supervised learning.
2014,max-margin infinite hidden markov models.
2014,efficient approximation of cross-validation for kernel methods using bouligand influence function.
2014,generalized exponential concentration inequality for renyi divergence estimation.
2014,boosting with online binary learners for the multiclass bandit problem.
2014,optimal budget allocation: theoretical guarantee and efficient algorithm.
2014,computing parametric ranking models via rank-breaking.
2014,tracking adversarial targets.
2014,online bayesian passive-aggressive learning.
2014,deterministic policy gradient algorithms.
2014,modeling correlated arrival events with latent semi-markov processes.
2014,towards scaling up markov chain monte carlo: an adaptive subsampling approach.
2014,diagnosis determination: decision trees optimizing simultaneously worst and expected testing cost.
2014,condensed filter tree for cost-sensitive multi-label classification.
2014,on measure concentration of random maximum a-posteriori perturbations.
2014,bias in natural actor-critic algorithms.
2014,dimension-free concentration bounds on hankel matrices for spectral learning.
2014,on modelling non-linear topical dependencies.
2014,a deep and tractable density estimator.
2014,(near) dimension independent risk bounds for differentially private learning.
2014,quasi-monte carlo feature maps for shift-invariant kernels.
2014,discriminative features via generalized eigenvectors.
2014,forward-backward greedy algorithms for general convex smooth functions over a cardinality constraint.
2014,online learning in markov decision processes with changing cost sequences.
2014,unimodal bandits: regret lower bounds and optimal algorithms.
2014,maximum mean discrepancy for class ratio estimation: convergence bounds and kernel selection.
2014,asymptotically consistent estimation of the number of change points in highly dependent time series.
2014,coordinate-descent for learning orthogonal matrices through givens rotations.
2014,densifying one permutation hashing via rotation for fast near neighbor search.
2014,a divide-and-conquer solver for kernel support vector machines.
2014,nuclear norm minimization via active subspace selection.
2014,provable bounds for learning some deep representations.
2014,large-scale multi-label learning with missing labels.
2014,learning graphs with a few hubs.
2014,agnostic bayesian learning of ensembles.
2014,towards an optimal stochastic alternating direction method of multipliers.
2014,spherical hamiltonian monte carlo for constrained target distributions.
2014,efficient continuous-time markov chain estimation.
2014,decaf: a deep convolutional activation feature for generic visual recognition.
2014,making the most of bag of words: sentence regularization with alternating direction method of multipliers.
2014,narrowing the gap: random forests in theory and in practice.
2014,coherent matrix completion.
2014,admixture of poisson mrfs: a topic model with word dependencies.
2014,true online td(lambda).
2014,memory efficient kernel approximation.
2014,learning sum-product networks with direct and indirect variable interactions.
2014,hamiltonian monte carlo without detailed balance.
2014,filtering with abstract particles.
2014,stochastic dual coordinate ascent with alternating direction method of multipliers.
2014,deep supervised and convolutional generative stochastic network for protein secondary structure prediction.
2014,an efficient approach for assessing hyperparameter importance.
2014,an information geometry of statistical manifold learning.
2014,relative upper confidence bound for the k-armed dueling bandit problem.
2014,compact random feature maps.
2014,concentration in unbounded metric spaces and algorithmic stability.
2014,heavy-tailed regression with a generalized median-of-means.
2014,spectral bandits for smooth graph functions.
2014,robust principal component analysis with complex noise.
2014,scalable semidefinite relaxation for maximum a posterior estimation.
2014,square deal: lower bounds and improved relaxations for tensor recovery.
2014,automated inference of point of view from user interactions in collective intelligence venues.
2014,rank-one matrix pursuit for matrix completion.
2014,near-optimal joint object matching via convex relaxation.
2014,convex total least squares.
2014,on p-norm path following in multiple kernel learning for non-linear feature selection.
2014,gradient hard thresholding pursuit for sparsity-constrained optimization.
2014,a unified framework for consistency of regularized loss minimizers.
2014,geodesic distance function learning via heat flow on vector fields.
2014,near-optimally teaching the crowd to classify.
2014,on the convergence of no-regret learning in selfish routing.
2014,improving offline evaluation of contextual bandit algorithms via bootstrapping techniques.
2014,scaling up robust mdps using function approximation.
2014,marginal structured svm with hidden variables.
2014,linear and parallel learning of markov random fields.
2014,pitfalls in the use of parallel inference for the dirichlet process.
2014,optimal pac multiple arm identification with applications to crowdsourcing.
2014,deep generative stochastic networks trainable by backprop.
2014,a highly scalable parallel algorithm for isotropic total variation models.
2014,statistical-computational phase transitions in planted models: the high-dimensional setting.
2014,gaussian process optimization with mutual information.
2014,aggregating ordinal labels from crowds by minimax conditional entropy.
2014,exchangeable variable models.
2014,clustering in the presence of background noise.
2014,safe screening with variational inequalities and its application to lasso.
2014,learning the consistent behavior of common users for target node prediction across social networks.
2014,signal recovery from pooling representations.
2014,pac-inspired option discovery in lifelong reinforcement learning.
2014,multi-label classification via feature-aware implicit label space encoding.
2014,scalable gaussian process structured prediction for grid factor graph applications.
2014,anomaly ranking as supervised bipartite ranking.
2014,hierarchical quasi-clustering methods for asymmetric networks.
2014,rectangular tiling process.
2014,two-stage metric learning.
2014,stochastic inference for scalable probabilistic modeling of binary matrices.
2014,elementary estimators for high-dimensional linear regression.
2014,elementary estimators for sparse covariance matrices and other structured moments.
2014,graph-based semi-supervised learning: realizing pointwise smoothness probabilistically.
2014,bayesian max-margin multi-task learning with data augmentation.
2014,sparse reinforcement learning via convex optimization.
2014,gaussian process classification and active learning with multiple annotators.
2014,structured prediction of network response.
2014,an analysis of state-relevance weights and sampling distributions on l1-regularized approximate linear programming approximation accuracy.
2014,optimization equivalence of divergences improves neighbor embedding.
2014,an asynchronous parallel stochastic coordinate descent algorithm.
2014,consistency of causal inference under the additive noise model.
2014,globally convergent parallel map lp relaxation solver using the frank-wolfe algorithm.
2014,linear programming for large-scale markov decision problems.
2014,linear time solver for primal svm.
2014,memory (and time) efficient sequential monte carlo.
2014,scaling svm and least absolute deviations via exact data reduction.
2014,latent semantic representation learning for scene classification.
2014,least squares revisited: scalable approaches for multi-class prediction.
2014,local algorithms for interactive clustering.
2014,model-based relational rl when object existence is partially observable.
2014,a new q(lambda) with interim forward view and monte carlo equivalence.
2014,on robustness and regularization of structural support vector machines.
2014,guess-averse loss functions for cost-sensitive multiclass boosting.
2014,multimodal neural language models.
2014,fast large-scale optimization by unifying stochastic gradient and quasi-newton methods.
2014,alternating minimization for mixed linear regression.
2014,stochastic neighbor compression.
2014,robust learning under uncertain test distributions: relating covariate shift to model misspecification.
2014,nonparametric estimation of multi-view latent variable models.
2014,structured generative models of natural source code.
2014,a single-pass algorithm for efficiently recovering sparse cluster centers of high-dimensional data.
2014,statistical analysis of stochastic gradient methods for generalized linear models.
2014,coding for random projections.
2014,fast computation of wasserstein barycenters.
2014,global graph kernels using geometric embeddings.
2014,"topic modeling using topics from many domains, lifelong learning and big data."
2014,k-means recovers ica filters when independent components are sparse.
2014,learning mixtures of linear classifiers.
2014,the falling factorial basis and its statistical applications.
2014,nonmyopic \(\epsilon\)-bayes-optimal active learning of gaussian processes.
2014,a unifying view of representer theorems.
2014,online clustering of bandits.
2014,cold-start active learning with robust ordinal matrix factorization.
2014,multivariate maximal correlation analysis.
2014,efficient label propagation.
2014,"estimating diffusion network structures: recovery conditions, sample complexity & soft-thresholding algorithm."
2014,coupled group lasso for web-scale ctr prediction in display advertising.
2014,putting mrfs on a tensor train.
2014,efficient algorithms for robust one-bit compressive sensing.
2014,learning complex neural network policies with trajectory optimization.
2014,composite quantization for approximate nearest neighbor search.
2014,local ordinal embedding.
2014,reducing dueling bandits to cardinal bandits.
2014,large-margin weakly supervised dimensionality reduction.
2014,joint inference of multiple label types in large networks.
2014,hard-margin active linear regression.
2014,maximum margin multiclass nearest neighbors.
2014,combinatorial partial monitoring game with linear feedback and its applications.
2014,sparse meta-gaussian information bottleneck.
2014,nonparametric estimation of renyi divergence and friends.
2014,robust inverse covariance estimation under noisy measurements.
2014,bayesian optimization with inequality constraints.
2014,circulant binary embedding.
2014,multiple testing under dependence via semiparametric graphical models.
2014,making fisher discriminant analysis scalable.
2014,hierarchical dirichlet scaling process.
2014,approximation analysis of stochastic gradient langevin dynamics by using fokker-planck equation and ito process.
2014,a pac-bayesian bound for lifelong learning.
2014,communication-efficient distributed optimization using an approximate newton-type method.
2014,concept drift detection through resampling.
2014,"anti-differentiating approximation algorithms: a case study with min-cuts, spectral, and flow."
2014,a bayesian wilcoxon signed-rank test based on the dirichlet process.
2014,min-max problems on factor graphs.
2014,distributed stochastic gradient mcmc.
2014,nearest neighbors using compact sparse codes.
2014,optimal mean robust principal component analysis.
2014,preference-based rank elicitation using statistical models: the case of mallows.
2014,hierarchical conditional random fields for outlier detection: an application to detecting epileptogenic cortical malformations.
2014,a physics-based model prior for object-oriented mdps.
2014,outlier path: a homotopy algorithm for robust svm.
2014,ensemble-based tracking: aggregating crowdsourced structured time series data.
2014,latent confusion analysis by normalized gamma construction.
2014,"finito: a faster, permutable incremental gradient method for big data problems."
2014,ensemble methods for structured prediction.
2014,standardized mutual information for clustering comparisons: one step further in adjustment for chance.
2014,preserving modes and messages via diverse particle selection.
2014,nonlinear information-theoretic compressive measurement design.
2014,dual query: practical private query release for high dimensional data.
2014,deep boosting.
2014,distributed representations of sentences and documents.
2014,understanding protein dynamics with l1-regularized reversible hidden markov models.
2014,online multi-task learning for policy gradient methods.
2014,affinity weighted embedding.
2014,learning the parameters of determinantal point process kernels.
2014,discrete chebyshev classifiers.
2014,deep autoregressive networks.
2014,"a convergence rate analysis for logitboost, mart and their variant."
2014,inferning with high girth graphical models.
2014,learning latent variable gaussian graphical models.
2014,stochastic backpropagation and approximate inference in deep generative models.
2014,one practical algorithm for both stochastic and adversarial bandits.
2014,robust and efficient kernel hyperparameter paths with guarantees.
2014,active transfer learning under model shift.
2014,approximate policy iteration schemes: a comparison.
2014,stable and efficient representation learning with nonnegativity constraints.
2014,sample efficient reinforcement learning with gaussian processes.
2014,memory and computation efficient pca via very sparse random projections.
2014,time-regularized interrupting options (trio).
2014,randomized nonlinear component analysis.
2014,high order regularization for semi-supervised learning of structured output problems.
2014,transductive learning with multi-class volume approximation.
2014,methods of moments for learning stochastic languages: unified presentation and empirical comparison.
2014,effective bayesian modeling of groups of related count time series.
2014,variational inference for sequential distance dependent chinese restaurant process.
2014,discovering latent network structure in point process data.
2014,a kernel independence test for random processes.
2014,learning to disentangle factors of variation with manifold interaction.
2014,learning modular structures from network data and node variables.
2014,probabilistic partial canonical correlation analysis.
2014,skip context tree switching.
2014,lower bounds for the gibbs sampler over mixtures of gaussians.
2014,marginalized denoising auto-encoders for nonlinear representations.
2014,gaussian processes for bayesian estimation in ordinary differential equations.
2014,fast multi-stage submodular maximization.
2014,programming by feedback.
2014,probabilistic matrix factorization with non-random missing data.
2014,"pursuit-evasion without regret, with an application to trading."
2014,the f-adjusted graph laplacian: a diagonal modification with a geometric interpretation.
2014,riemannian pursuit for big matrix recovery.
2014,dynamic programming boosting for discriminative macro-action discovery.
2014,online stochastic optimization under correlated bandit feedback.
2014,weighted graph clustering with non-uniform uncertainties.
2014,genga: a generalization of natural gradient ascent with positive and negative convergence results.
2014,a bayesian framework for online classifier ensemble.
2014,adaptivity and optimism: an improved exponentiated gradient algorithm.
2014,gaussian approximation of collective graphical models.
2014,on learning to localize objects with minimal supervision.
2014,multiresolution matrix factorization.
2014,learnability of the superset label learning problem.
2014,taming the monster: a fast and simple algorithm for contextual bandits.
2014,structured recurrent temporal restricted boltzmann machines.
2014,scalable and robust bayesian inference via the median posterior.
2014,kernel adaptive metropolis-hastings.
2014,input warping for bayesian optimization of non-stationary functions.
2014,stochastic gradient hamiltonian monte carlo.
2014,a deep semi-nmf model for learning hidden representations.
2014,asynchronous distributed admm for consensus optimization.
2014,spectral regularization for max-margin sequence tagging.
2014,learning by stretching deep networks.
2014,nonnegative sparse pca with provable guarantees.
2014,active learning of parameterized skills.
2014,learning ordered representations with nested dropout.
2014,learning the irreducible representations of commutative lie groups.
2014,towards end-to-end speech recognition with recurrent neural networks.
2014,multi-period trading prediction markets with connections to machine learning.
2014,efficient gradient-based inference through transformations between bayes nets and neural nets.
2014,neural variational inference and learning in belief networks.
2014,scalable bayesian low-rank decomposition of incomplete multiway tensors.
2014,beta diffusion trees.
2014,learning character-level representations for part-of-speech tagging.
2014,saddle points and accelerated perceptron algorithms.
2014,robust distance metric learning via simultaneous l1-norm minimization and maximization.
2014,learning from contagion (without timestamps).
2014,stochastic variational inference for bayesian time series models.
2014,a clockwork rnn.
2014,estimating latent-variable graphical models using moments and likelihoods.
2014,universal matrix completion.
2014,finding dense subgraphs via low-rank bilinear optimization.
2014,compositional morphology for word representations and language modelling.
2014,learning polynomials with neural networks.
2014,exponential family matrix completion under structural constraints.
2014,sample-based approximate regularization.
2014,a compilation target for probabilistic programming languages.
2014,adaptive monte carlo via bandit allocation.
2014,efficient dimensionality reduction for high-dimensional network estimation.
2014,deterministic anytime inference for stochastic continuous-time markov processes.
2014,doubly stochastic variational bayes for non-conjugate inference.
2014,efficient learning of mahalanobis metrics for ranking.
2014,gev-canonical regression for accurate binary class probability estimation when one class is rare.
2014,a reversible infinite hmm using normalised random measures.
2014,"structured low-rank matrix factorization: optimality, algorithm, and applications to image processing."
2014,influence function learning in information diffusion networks.
2015,stochastic optimization with importance sampling for regularized loss minimization.
2015,approval voting and incentives in crowdsourcing.
2015,a low variance consistent test of relative dependency.
2015,an aligned subtree kernel for weighted graphs.
2015,spectral clustering via the power method - provably.
2015,information geometry and minimum description length networks.
2015,efficient training of lda on a gpu by mean-for-mode estimation.
2015,adaptive stochastic alternating direction method of multipliers.
2015,a lower bound for the optimization of finite sums.
